objectID,ra,dec,total_votes,p_smooth,p_features,p_artifact,p_edgeon_yes,p_edgeon_no,p_spiral,p_no_spiral,imgID,morphology,edgeon,spiral
587737808498196669,126.74454498291016,54.028167724609375,210,0.0049999998882412,0.9179999828338624,0.0,0.0006636747674524,0.9875566825038828,0.9659979059087376,0.0010043953520747,105466,features,no,spiral
587737808498393275,127.00801849365234,54.44702911376953,326,0.0,0.8980000019073486,0.1019999980926513,0.0260000005364418,0.9739999771118164,0.8650000095367432,0.135000005364418,105468,features,no,spiral
587737808498524356,127.37190246582033,54.73731994628906,126,0.1469999998807907,0.8270000219345093,0.0419999994337558,0.0,1.0,0.9711863778294262,0.0003011904067502,105470,features,no,spiral
587737808498655394,127.60211181640624,54.86004257202149,128,0.9020000100135804,0.0489999987185001,0.0289999991655349,0.0,1.0,1.0,0.0,105471,smooth,no,spiral
587737808498720990,127.7917709350586,55.06449508666992,180,0.0020000000949949,0.9679999947547911,0.0010000000474974,0.0227336998641155,0.8886440104156655,0.9111333427956786,0.004498602371494,105472,features,no,spiral
587737808499048612,128.728759765625,55.572540283203125,165,0.7929999828338623,0.9959999918937684,0.0120000001043081,0.0,1.0,0.0,1.0,105475,features,no,no
587737808499114127,128.83984375,55.64253616333008,217,0.0590000003576278,0.8920000195503235,0.0710000023245811,0.0070777264228323,0.9710112927466412,0.9982796623317212,5.447253512247169e-05,105476,features,no,spiral
587737808499179713,128.9210205078125,55.81357192993164,161,0.163000002503395,0.8330000042915344,0.025000000372529,0.0,1.0,0.987875110216982,0.0017805753959574,105479,features,no,spiral
587725552824680581,194.78977966308597,68.23490905761719,192,0.1019999980926513,0.8949999809265137,0.0,0.897675210148713,0.2736147920241089,0.0,1.0,10548,features,yes,no
587737808499245256,129.3784637451172,55.8661003112793,245,0.0010000000474974,0.975000023841858,0.0,1.3666957206076084e-05,0.9848248225428116,0.9999471123696884,1.0315752456757016e-08,105480,features,no,spiral
587737808500097208,131.3941650390625,57.4946174621582,124,0.8100000023841858,0.0480000004172325,0.1430000066757202,0.0,1.0,0.0,1.0,105485,smooth,no,no
587737808500687023,133.14984130859375,58.44710922241211,134,0.9629999995231628,0.0489999987185001,0.0199999995529651,0.0,1.0,0.0,1.0,105488,smooth,no,no
587737808500883685,134.00210571289062,58.732852935791016,207,0.0,1.0,0.0,0.0,1.0,1.0,0.0,105490,features,no,spiral
587737808501014639,134.0691680908203,58.94210433959961,138,0.925000011920929,0.1389999985694885,0.0,0.0,1.0,0.9890278647010978,0.0177273239522486,105491,smooth,no,spiral
587737808501014698,134.1455535888672,59.05502700805664,138,0.1110000014305114,0.9070000052452089,0.1140000000596046,0.0,1.0,0.0,1.0,105492,features,no,no
587737808501080141,134.2904815673828,59.15526580810547,178,0.0,0.9990000128746032,0.0,0.0,1.0,0.9871690281859374,0.0002932915777549,105493,features,no,spiral
587737808501080350,134.506591796875,59.075042724609375,241,0.0,0.9980000257492064,0.0,0.0,1.0,0.9994063601168556,1.561320777561907e-07,105494,features,no,spiral
587737808501145750,134.53265380859375,59.20615005493164,327,0.0469999983906745,0.9459999799728394,0.0070000002160668,0.0,1.0,0.9257476581685936,0.0750057383451137,105495,features,no,spiral
587737808501145803,134.7629852294922,59.18247222900391,165,0.0649999976158142,0.9350000023841858,0.0,0.0033689164799486,0.9763255720409918,0.9956356344122445,1.310115818854511e-10,105496,features,no,spiral
587737808501276896,134.87953186035156,59.495643615722656,272,0.0890000015497207,0.9350000023841858,0.0160000007599592,0.0063224566705698,0.9613549634659992,0.9849496852830952,0.0026230701670699,105497,features,no,spiral
587737808501407985,135.47157287597656,59.625953674316406,179,0.0040000001899898,0.9760000109672546,0.0,0.0,1.0,0.9997562209723188,9.84579804945232e-09,105499,features,no,spiral
587722983359709394,200.67599487304688,0.0257271490991115,134,0.8140000104904175,0.1480000019073486,0.0080000003799796,0.0,1.0,0.9972759166264908,2.152903701725791e-05,1055,smooth,no,spiral
587725552824877128,195.64572143554688,68.18956756591797,131,0.8220000267028809,0.101000003516674,0.0010000000474974,0.1312849264081699,0.8460237380070859,0.0,1.0,10550,smooth,no,no
587737808501473467,135.3626708984375,59.74954605102539,126,0.0649999976158142,0.8849999904632568,0.0439999997615814,0.0369870567165309,0.8815070257579425,0.0,1.0,105500,features,no,no
587737808501473524,135.74072265625,59.687381744384766,225,0.0710000023245811,0.9490000009536744,0.0,0.0303086405050686,0.9241936810771108,0.9173729015059424,0.0788465757607167,105501,features,no,spiral
587737808501735535,136.4833984375,60.051387786865234,126,0.878000020980835,0.0630000010132789,0.0240000002086162,0.0,1.0,0.0,1.0,105503,smooth,no,no
587737808502259824,138.06927490234375,60.94397735595703,126,0.8999999761581421,0.1150000020861625,0.0,0.0,1.0,0.0,1.0,105506,smooth,no,no
587737808502259853,138.14300537109375,60.99157333374024,136,0.8420000076293945,0.1539999991655349,0.0010000000474974,0.0,1.0,0.0,1.0,105507,smooth,no,no
587737808502325431,138.3317413330078,61.15926361083984,208,0.0,0.9919999837875366,0.0049999998882412,0.0,1.0,1.0,0.0,105508,features,no,spiral
587725552824877143,195.70654296875,68.18816375732422,137,0.8429999947547913,0.1280000060796737,0.0509999990463256,0.253105200434406,0.8461275037301496,0.0,1.0,10551,smooth,no,no
587737808502980616,140.55886840820312,62.08351516723633,146,0.3479999899864197,0.8949999809265137,0.1140000000596046,0.0,1.0,0.9729532758327686,0.0001159461880321,105511,features,no,spiral
587737808502980794,140.6919403076172,62.02138519287109,347,0.0460000000894069,0.9459999799728394,0.0,0.0109554745053979,0.9471301503850827,0.9900638230025776,0.0255363848462874,105512,features,no,spiral
587737808503046293,141.0615692138672,62.17963409423828,129,0.8560000061988831,0.0469999983906745,0.0599999986588954,0.0,1.0,0.0,1.0,105514,smooth,no,no
587737808503242789,141.5906982421875,62.46467590332031,367,0.0,0.9990000128746032,0.0,0.0002988628800804,0.9917644289395604,1.0,0.0,105516,features,no,spiral
587725552824877170,195.77877807617188,68.13232421875,186,0.0189999993890523,0.9769999980926514,0.0049999998882412,0.0,1.0,0.9113911362151228,0.0569312046664104,10552,features,no,spiral
587737808503439483,142.28030395507812,62.77809143066406,126,0.289000004529953,0.8270000219345093,0.0320000015199184,0.0303503785400303,0.8958884383611218,0.9945842504372924,5.371932968687376e-08,105520,features,no,spiral
587737808503701541,143.31170654296875,63.16251754760742,190,0.0240000002086162,0.972000002861023,0.0280000008642673,0.0133482422470804,0.8888480812082684,0.8675953633231278,0.0195544820028138,105521,features,no,spiral
587737808504029331,144.67588806152344,63.67299270629883,117,0.9120000004768372,0.0,0.0,0.0,1.0,0.0,1.0,105524,smooth,no,no
587737808504029337,144.83834838867188,63.58600616455078,123,0.828000009059906,0.0890000015497207,0.0810000002384185,0.0,1.0,0.0,1.0,105525,smooth,no,no
587737808504160405,145.294677734375,63.890419006347656,146,0.8299999833106995,0.2860000133514404,0.0,0.0,1.0,0.9827066263539516,5.471747502298931e-07,105527,smooth,no,spiral
587737808504553611,147.1407928466797,64.3269271850586,313,0.0,1.0,0.0,0.0,1.0,0.9999998633286292,4.8665321072277436e-18,105529,features,no,spiral
587737808504619196,147.370849609375,64.39276885986328,157,0.0010000000474974,0.977999985218048,0.0,0.0,1.0,0.9815615387732034,0.0135856303579406,105531,features,no,spiral
587737809026679295,111.7337875366211,37.85823822021485,146,0.8429999947547913,0.0829999968409538,0.0560000017285347,0.0,1.0,0.9995698311500028,1.1216061901694366e-18,105541,smooth,no,spiral
587737809026875925,112.02635955810548,38.275726318359375,234,0.0,0.9980000257492064,0.0270000007003545,0.0013110524221188,0.9702850942835904,0.9999305302887548,2.3540869688908616e-13,105550,features,no,spiral
587737809026941395,112.04882049560548,38.3350830078125,159,0.7789999842643738,0.8930000066757202,0.0240000002086162,0.0529821478453411,0.9213015362214482,0.9548310898313253,0.0712869885313785,105556,features,no,spiral
587737809026941468,112.1773910522461,38.36540603637695,146,0.1490000039339065,0.8840000033378601,0.0230000000447034,0.0758203003994373,0.8591977998047894,0.8215292027354847,0.0286876663461711,105557,features,no,spiral
587737809027006637,112.19168853759766,38.47612380981445,139,0.915000021457672,0.0790000036358833,0.0010000000474974,0.0,1.0,0.0,1.0,105558,smooth,no,no
587737809027006861,112.154541015625,38.44298553466797,153,0.0430000014603138,0.9369999766349792,0.0419999994337558,0.0353924027606812,0.9228434710922788,0.9995058812555122,3.2805039692542498e-18,105559,features,no,spiral
587737809027006980,112.25552368164062,38.49074935913086,173,0.8159999847412109,0.5979999899864197,0.0,0.0,1.0,0.0,1.0,105560,smooth,no,no
587737809027006993,112.35820770263672,38.44762802124024,263,0.0,1.0,0.0,0.0,1.0,0.9999995974519286,9.395745664745523e-28,105561,features,no,spiral
587737809027072038,112.34648895263672,38.50338363647461,136,0.8479999899864197,0.1930000036954879,0.0,0.1417938792950775,0.8499438503823382,0.0,1.0,105562,smooth,no,no
587737809027334151,112.72798919677734,39.01945495605469,287,0.0280000008642673,0.9639999866485596,0.0080000003799796,0.0289999991655349,0.9710000157356262,0.9409999847412108,0.0590000003576278,105566,features,no,spiral
587737809027334192,112.63922119140624,39.04946517944336,256,0.0,0.9919999837875366,0.0070000002160668,0.0020021487846244,0.9509355409656708,0.9950568933696868,3.885986025118887e-05,105567,features,no,spiral
587737809027465352,112.77860260009766,39.44572067260742,371,0.0,0.9990000128746032,0.0,0.0,1.0,1.0,0.0,105569,features,no,spiral
587737809027531064,112.9913330078125,39.45006561279297,158,0.0590000003576278,0.9279999732971193,0.0309999994933605,0.122320796969504,0.8371891153195068,0.0,1.0,105574,features,no,no
587737809027531094,112.9968490600586,39.47869110107422,359,0.0,0.9990000128746032,0.0309999994933605,9.893913862055e-08,0.9997121583714088,0.9999727317522736,6.562048435602977e-15,105575,features,no,spiral
587737809027596542,113.0570068359375,39.56007766723633,350,0.025000000372529,0.9789999723434448,0.0,0.002549550323308,0.9826516046087812,1.0,0.0,105578,features,no,spiral
587725552825401430,198.7306671142578,67.8955078125,150,0.8330000042915344,0.1110000014305114,0.0529999993741512,0.0,1.0,0.0,1.0,10558,smooth,no,no
587737809027793207,113.24821472167967,40.00728988647461,164,0.8479999899864197,0.1150000020861625,0.0289999991655349,0.0,1.0,0.0,1.0,105581,smooth,no,no
587737809028055281,113.78958129882812,40.60678482055664,159,0.0240000002086162,0.9350000023841858,0.0219999998807907,0.0,1.0,0.9999391340533144,4.4162127605526918e-16,105584,features,no,spiral
587737809028055470,113.7446517944336,40.62926864624024,216,0.0010000000474974,0.975000023841858,0.025000000372529,0.0,1.0,0.9956919057280073,0.0001921641451402,105585,features,no,spiral
587737809028186403,113.7934341430664,40.78759765625,160,0.1280000060796737,0.9110000133514404,0.0240000002086162,0.0847486189674593,0.8772835725935456,0.9832037212729045,2.568475257228549e-05,105586,features,no,spiral
587737809028251869,113.8262710571289,41.06438827514648,202,0.0419999994337558,0.9729999899864196,0.0049999998882412,0.007232447677653,0.945697963012436,0.9933267164943116,0.0001387123990249,105587,features,no,spiral
587737809028252084,113.80419158935548,41.05673599243164,163,0.8050000071525574,0.1829999983310699,0.0240000002086162,0.0,1.0,0.0,1.0,105588,smooth,no,no
587737809028317428,114.0558853149414,41.018348693847656,394,0.0,1.0,0.0199999995529651,0.001703780239541,0.9865894842599358,1.0,0.0,105589,features,no,spiral
587737809028710844,114.65087127685548,41.962345123291016,150,0.828000009059906,0.0879999995231628,0.0900000035762786,0.0,1.0,0.9992004601626008,4.9304161757507165e-14,105592,smooth,no,spiral
587737809028775958,114.69352722167967,41.96271133422852,144,0.8970000147819519,0.0979999974370002,0.0209999997168779,0.0,1.0,0.0,1.0,105593,smooth,no,no
587737809028775994,114.7063446044922,41.98542785644531,185,0.7879999876022339,0.977999985218048,0.0140000004321336,0.0,1.0,0.9970971218535282,2.486509525582216e-12,105594,features,no,spiral
587737809028776361,114.58340454101562,42.10149002075195,213,0.0489999987185001,0.9570000171661376,0.0,0.0022744215616689,0.9730102232895668,0.9981501758815214,6.650920360331614e-08,105595,features,no,spiral
587737809029038377,115.09867095947266,42.581825256347656,171,0.135000005364418,0.8949999809265137,0.0,0.0097054159392362,0.949741550447484,0.9999876008672408,7.819731132547022e-16,105597,features,no,spiral
587737809029169219,115.15917205810548,42.82341766357422,153,0.0970000028610229,0.8930000066757202,0.1220000013709068,0.0,1.0,0.9331108254389124,0.0007869199268791,105599,features,no,spiral
587737809029169504,115.2029800415039,42.91083908081055,286,0.0,1.0,0.0209999997168779,0.0,1.0,0.9999973833661028,6.41138810987557e-23,105601,features,no,spiral
587737809029235028,115.17747497558594,43.01420593261719,165,0.8320000171661377,0.0509999990463256,0.0410000011324882,0.0,1.0,0.0,1.0,105602,smooth,no,no
587737809029300543,115.33526611328124,43.10762023925781,170,0.1140000000596046,0.8930000066757202,0.0,0.0,1.0,0.8998959122368616,0.0652841692416703,105606,features,no,spiral
587737809029693753,116.03257751464844,43.84921646118164,143,0.8479999899864197,0.090999998152256,0.0240000002086162,0.0,1.0,0.0,1.0,105609,smooth,no,no
587725552825860221,201.55438232421875,67.69225311279297,143,0.8830000162124634,0.0769999995827674,0.0219999998807907,0.0,1.0,0.0,1.0,10561,smooth,no,no
587737809029824782,116.1692352294922,44.14440155029297,273,0.0,1.0,0.0,0.0210109039902972,0.94936968576321,0.9780144654211912,0.0303739752981332,105614,features,no,spiral
587737809029955792,116.39063262939452,44.38692855834961,282,0.0,1.0,0.0260000005364418,0.0,1.0,0.9980459674683918,4.614191924507001e-06,105615,features,no,spiral
587737809030152231,116.65711975097656,44.79051971435547,386,0.0579999983310699,0.9419999718666076,0.0,0.0562910281139211,0.9397946218924584,0.8120256767964613,0.1958736076215584,105616,features,no,spiral
587737809030283510,116.83070373535156,45.13266754150391,172,0.3810000121593475,0.9869999885559082,0.0,0.0891497429612646,0.8293743806548513,0.9963509006048976,3.631742967733641e-10,105619,features,no,spiral
587725552826187880,203.35569763183597,67.3073959350586,152,0.0390000008046627,0.9470000267028807,0.0,0.0794567840001616,0.8412750034507913,0.9699481559169154,0.0012472953281454,10562,features,no,spiral
587737809030479896,117.28793334960938,45.394569396972656,333,0.0,1.0,0.0049999998882412,0.0001471404669417,0.9912084491419754,0.9999990337024384,1.5912751792063956e-23,105622,features,no,spiral
587737809030873274,117.96713256835938,46.19529342651367,136,0.7559999823570251,0.8270000219345093,0.0549999997019767,0.0,1.0,0.0,1.0,105628,features,no,no
587725552826253426,203.7948455810547,67.3429946899414,133,0.8999999761581421,0.0410000011324882,0.0560000017285347,0.0,1.0,0.0,1.0,10563,smooth,no,no
587737809030873335,117.93214416503906,46.24696731567383,186,0.1780000030994415,0.9350000023841858,0.0,0.0,1.0,0.9713190473525228,0.0054218728788701,105630,features,no,spiral
587737809031135560,118.32701110839844,46.81245803833008,249,0.0049999998882412,0.9769999980926514,0.0010000000474974,0.0,1.0,1.0,0.0,105632,features,no,spiral
587737809031594169,119.14508056640624,47.56385803222656,291,0.0080000003799796,0.975000023841858,0.0,4.501090110999546e-05,0.9902005824265492,0.9936353966858008,0.0002910369694512,105634,features,no,spiral
587737809031659824,119.20934295654295,47.85881805419922,152,0.8040000200271606,0.1280000060796737,0.0649999976158142,0.0,1.0,0.0,1.0,105635,smooth,no,no
587737809031725279,119.45182037353516,47.87278747558594,178,0.0509999990463256,0.944000005722046,0.0,0.1264017282175077,0.8044520360661808,0.9031896970915164,0.0008238236639873,105636,features,no,spiral
587737809031725329,119.34246826171876,47.97867584228516,268,0.0289999991655349,0.9729999899864196,0.0080000003799796,0.0022245060232366,0.9655599116204898,0.9929316272783588,5.505567829536963e-07,105637,features,no,spiral
587737809031790808,119.4988250732422,47.977840423583984,132,0.8560000061988831,0.1019999980926513,0.0,0.0,1.0,0.0,1.0,105639,smooth,no,no
587737809032380676,120.56136322021484,49.18457412719727,412,0.0740000009536743,0.944000005722046,0.0,0.0042212597723287,0.9844721903180336,0.993223436893464,0.0006313665067186,105643,features,no,spiral
587737809032839434,121.39835357666016,50.11614990234375,204,0.0219999998807907,0.9490000009536744,0.0,0.0006301183072419,0.9725090364272568,0.8155473208762114,0.0517247658136349,105646,features,no,spiral
587737809032970254,121.63353729248048,50.25809860229492,239,0.0020000000949949,0.9739999771118164,0.0659999996423721,0.0,1.0,0.9930256218464624,6.049816890897422e-05,105648,features,no,spiral
587737809033167064,121.90924072265624,50.75724411010742,323,0.0,1.0,0.0,0.0023580776764394,0.9767337283665628,0.9999198057487836,5.800469497311931e-18,105649,features,no,spiral
587725552826581046,205.58718872070312,67.04467010498047,364,0.0,1.0,0.0109999999403953,0.0,1.0,0.9999124676737516,2.4773504479065376e-06,10565,features,no,spiral
587737809033298183,122.22867584228516,51.02881240844727,184,0.0590000003576278,0.9549999833106996,0.0010000000474974,0.0,1.0,0.8635812369129346,0.0645989307417001,105651,features,no,spiral
587737809033560244,122.75411224365234,51.45668411254883,188,0.0680000036954879,0.8840000033378601,0.0,0.0071864634856234,0.9674620430572292,0.8960917380514264,0.0037547578392401,105653,features,no,spiral
587737809033625806,122.91676330566406,51.67026901245117,149,0.050000000745058,0.9769999980926514,0.0020000000949949,0.0,1.0,0.9709666149068228,0.0001195169724011,105654,features,no,spiral
587737809033953511,123.45475769042967,52.20411682128906,183,0.0320000015199184,0.9190000295639038,0.0219999998807907,0.0043524227091017,0.9435028548478004,0.9996155525801604,5.071931459272214e-06,105657,features,no,spiral
587737809034018986,123.72601318359376,52.301300048828125,153,0.1049999967217445,0.9350000023841858,0.0240000002086162,0.9558330535384176,0.1363764345859976,0.0,1.0,105658,features,yes,no
587737809034674384,125.23263549804688,53.58697509765625,134,0.1230000033974647,0.875,0.0430000014603138,0.0,1.0,0.9861735032420768,6.448051655313758e-06,105667,features,no,spiral
587737809034739863,125.13038635253906,53.67461013793945,178,0.0750000029802322,0.8889999985694885,0.0320000015199184,0.0,1.0,0.938116830100182,0.0015978482314834,105668,features,no,spiral
587737809034805294,125.5906982421875,53.72920608520508,154,0.930999994277954,0.0289999991655349,0.0399999991059303,0.0,1.0,0.0,1.0,105670,smooth,no,no
587737809034871011,125.50337982177734,53.9982795715332,182,0.1909999996423721,0.9139999747276306,0.0289999991655349,0.0,1.0,0.971055233262968,1.3054528587276848e-05,105674,features,no,spiral
587737809034936546,125.73577117919922,54.09466552734375,164,0.0750000029802322,0.9559999704360962,0.0070000002160668,0.0,1.0,0.9918826775809207,0.0001280231292038,105677,features,no,spiral
587737809035002015,125.94515228271484,54.23264694213867,264,0.0,1.0,0.0,0.0004732417816497,0.9835981649248368,1.0,0.0,105678,features,no,spiral
587737809035002068,125.77715301513672,54.19978713989258,125,0.906000018119812,0.0,0.0020000000949949,0.0,1.0,0.0,1.0,105679,smooth,no,no
587737809035264176,126.61456298828124,54.65341567993164,141,0.8360000252723694,0.1959999948740005,0.0,0.0,1.0,0.0,1.0,105687,smooth,no,no
587737809035264195,126.70746612548828,54.65691375732422,146,0.8479999899864197,0.6520000100135803,0.0,0.0,1.0,0.0,1.0,105689,smooth,no,no
587725552826777738,206.825927734375,66.97219848632812,145,0.8299999833106995,0.1019999980926513,0.0309999994933605,0.0,1.0,0.0,1.0,10569,smooth,no,no
587737809035526294,127.02552032470705,55.09869384765625,345,0.0,1.0,0.0,0.0,1.0,0.9942649778032112,6.512562636452081e-05,105693,features,no,spiral
587737809035919492,128.09396362304688,55.860939025878906,287,0.0710000023245811,0.8569999933242798,0.0710000023245811,0.0560000017285347,0.944000005722046,0.8820000290870667,0.1180000007152557,105696,features,no,spiral
587722983359840441,200.87033081054688,0.0769756883382797,137,0.878000020980835,0.163000002503395,0.025000000372529,0.0,1.0,0.0,1.0,1057,smooth,no,no
587737809036705923,130.1805877685547,57.250030517578125,297,0.1519999951124191,0.8119999766349792,0.0359999984502792,0.0,1.0,0.0630000010132789,0.9369999766349792,105703,features,no,no
587737809036771460,130.30429077148438,57.28350067138672,247,0.090999998152256,0.8840000033378601,0.0379999987781047,0.0249525626438839,0.9524055228973196,0.9954216049628783,0.0008011060397606,105704,features,no,spiral
587737809037099153,131.41781616210938,57.93508529663086,147,0.006000000052154,0.996999979019165,0.0280000008642673,0.0189123354699217,0.9402125934715776,0.9843047823761176,7.15107634394424e-05,105706,features,no,spiral
587737809037361309,131.909912109375,58.42282104492188,143,0.824999988079071,0.2450000047683715,0.0560000017285347,0.0,1.0,0.0,1.0,105709,smooth,no,no
587725552826974307,207.9881591796875,66.89198303222656,141,0.9340000152587892,0.0320000015199184,0.0,0.0,1.0,0.0,1.0,10571,smooth,no,no
587737809037688983,133.09217834472656,58.85140228271485,205,0.0,0.9819999933242798,0.0,0.0065956873078231,0.9643132469600576,0.999999894007611,5.172202434855992e-71,105710,features,no,spiral
587737809037820123,133.2908935546875,59.23625183105469,137,0.181999996304512,0.824999988079071,0.0240000002086162,0.0564447545453514,0.9107258079641908,0.0,1.0,105712,features,no,no
587737809037885500,133.56582641601562,59.32099151611328,266,0.0,0.9990000128746032,0.0450000017881393,0.0,1.0,0.9999727803809378,1.1857204431870284e-13,105713,features,no,spiral
587737809037951199,133.70199584960938,59.40205001831055,151,0.0230000000447034,0.9729999899864196,0.0450000017881393,0.0,1.0,0.8702156065205882,0.0720456919762103,105716,features,no,spiral
587737809037951220,133.6949005126953,59.463680267333984,135,0.828000009059906,0.1289999932050705,0.0480000004172325,0.0,1.0,0.0,1.0,105717,smooth,no,no
587737809037951225,133.89828491210938,59.36798858642578,199,0.0,0.977999985218048,0.0570000000298023,2.753851112010793e-06,0.985071260986534,0.9385658193612196,0.1161310252900904,105718,features,no,spiral
587737809038016701,133.8972930908203,59.52079391479492,141,0.8140000104904175,0.1949999928474426,0.0080000003799796,0.0,1.0,0.167678312554783,0.8289113881359346,105719,smooth,no,no
587737809038344364,135.03001403808594,60.082801818847656,341,0.0,0.9769999980926514,0.025000000372529,0.0232295081575844,0.961760981701845,1.0,0.0,105721,features,no,spiral
587737809039458476,138.81976318359375,61.71030807495117,229,0.0230000000447034,0.9769999980926514,0.0,0.0076592581802698,0.979423699508683,0.9744980113397104,0.0059882519341803,105727,features,no,spiral
587737809039851764,140.13116455078125,62.47995376586914,134,0.875,0.1500000059604644,0.0,0.0,1.0,0.0,1.0,105731,smooth,no,no
587737809039982728,140.6521453857422,62.48878860473633,143,0.0010000000474974,0.9980000257492064,0.0,0.0092841117091976,0.9450848654700468,0.9998936002184012,2.669333264533544e-10,105732,features,no,spiral
587737809040244902,141.70001220703125,62.93529510498047,113,0.9319999814033508,0.0790000036358833,0.0260000005364418,0.0,1.0,0.0,1.0,105733,smooth,no,no
587737809040376001,142.26687622070312,63.1058235168457,145,0.8629999756813049,0.0989999994635582,0.0750000029802322,0.0,1.0,0.0,1.0,105734,smooth,no,no
587737809040376020,142.09243774414062,63.2344856262207,125,0.0260000005364418,0.9879999756813048,0.0,0.0327383832898633,0.8920059297903368,0.9958669001937808,6.987522865788381e-07,105735,features,no,spiral
587737809040441470,142.29168701171875,63.34071731567383,308,0.0,1.0,0.0,0.0022206084921285,0.9833672480645758,1.0,0.0,105736,features,no,spiral
587737809040638143,143.0238494873047,63.63515090942383,201,0.0109999999403953,0.9980000257492064,0.0,0.0232011672641841,0.9176875747980692,0.999954226436118,3.020032722943364e-13,105737,features,no,spiral
587737809040900223,144.25120544433594,63.83576965332031,150,0.090999998152256,0.8069999814033508,0.0189999993890523,0.8645351423375779,0.3400870152461689,0.0,1.0,105740,features,yes,no
587737809040965730,144.52362060546875,63.97054290771485,142,0.890999972820282,0.5680000185966492,0.0,0.0,1.0,0.0,1.0,105741,smooth,no,no
587737809041293471,145.99984741210938,64.4050521850586,109,0.8410000205039978,0.1230000033974647,0.0649999976158142,0.0,1.0,0.0,1.0,105745,smooth,no,no
587725552827039857,208.1006317138672,66.73933410644531,270,0.0,1.0,0.0,0.0001110121487768,0.983400383081136,0.9997564863272788,8.201502257573873e-09,10575,features,no,spiral
587737809563877770,111.7223892211914,38.66789627075195,180,0.0240000002086162,0.968999981880188,0.0140000004321336,0.0,1.0,0.984061656358536,0.0116239866783259,105755,features,no,spiral
587737809563943352,111.87477111816406,38.69963073730469,150,0.8289999961853027,0.1829999983310699,0.0,0.0,1.0,0.0,1.0,105756,smooth,no,no
587737809564139896,112.03260803222656,39.22032928466797,160,0.8040000200271606,0.8669999837875366,0.0509999990463256,0.0,1.0,0.992432325759399,2.4156831393991714e-06,105757,features,no,spiral
587737809564336381,112.3544464111328,39.52033996582031,145,0.8149999976158142,0.2549999952316284,0.0010000000474974,0.0,1.0,0.0,1.0,105759,smooth,no,no
587737809564336465,112.42554473876952,39.54695892333984,342,0.0,1.0,0.0,0.0,1.0,1.0,0.0,105760,features,no,spiral
587737809564467299,112.4388198852539,39.84560012817383,231,0.0240000002086162,1.0,0.0,0.0001156906139179,0.9815501238725298,0.9998161924099536,2.2172216536944635e-26,105761,features,no,spiral
587737809564467424,112.5958251953125,39.88193893432617,152,0.0769999995827674,0.9350000023841858,0.125,0.836909199010975,0.3528641117830516,0.9979758302658158,0.0001901798911877,105763,features,yes,spiral
587737809564598632,112.68182373046876,40.10516357421875,143,0.1560000032186508,0.890999972820282,0.0140000004321336,0.0209660341123416,0.9550096925036436,0.0,1.0,105769,features,no,no
587725552827236467,209.1317596435547,66.59642791748047,162,0.0219999998807907,0.9649999737739564,0.025000000372529,0.0022863255648339,0.9706138561643196,0.9190384138420762,0.0624289162622687,10577,features,no,spiral
587737809564598721,112.67069244384766,40.19178009033203,149,0.8479999899864197,0.0949999988079071,0.0610000006854534,0.0,1.0,0.0,1.0,105770,smooth,no,no
587737809565385041,113.83053588867188,41.69329833984375,298,0.0,0.9990000128746032,0.0,0.0,1.0,0.999999776295308,6.885495178421806e-31,105774,features,no,spiral
587737809565385058,113.74002838134766,41.74053955078125,256,0.0,1.0,0.0,8.36642268584976e-05,0.9764523975079163,0.9857129182646154,0.0067077631002375,105775,features,no,spiral
587737809565450651,113.83806610107422,41.89127731323242,365,0.0,1.0,0.0010000000474974,9.573998534387488e-05,0.9912176524653448,1.0,0.0,105776,features,no,spiral
587737809565516056,114.0323257446289,41.89950942993164,140,0.8399999737739563,0.1159999966621398,0.0410000011324882,0.0,1.0,0.0,1.0,105778,smooth,no,no
587725552827302019,209.73214721679688,66.52812194824219,176,0.0,0.9980000257492064,0.0280000008642673,0.0007816499874504,0.9502176184621394,0.9737315205806764,0.0012631923929147,10578,features,no,spiral
587737809565581638,113.98942565917967,42.07514190673828,196,0.006000000052154,0.9990000128746032,0.0,0.0,1.0,0.993318439047408,1.3622437042116852e-06,105782,features,no,spiral
587737809565581745,113.96385955810548,42.19413375854492,134,0.8889999985694885,0.0740000009536743,0.0,0.0,1.0,0.0,1.0,105783,smooth,no,no
587737809565712770,114.35612487792967,42.36503982543945,177,0.125,0.8410000205039978,0.0170000009238719,0.9670338353721766,0.2250477537382147,0.0,1.0,105785,features,yes,no
587737809565909224,114.3835220336914,42.76529312133789,169,0.8220000267028809,0.6520000100135803,0.0010000000474974,0.0638665478219519,0.904432785386567,0.0,1.0,105788,smooth,no,no
587737809566040544,114.87134552001952,43.05750274658203,147,0.0270000007003545,0.9670000076293944,0.0010000000474974,0.0,1.0,0.9828292910486206,4.163018848798076e-05,105789,features,no,spiral
587725552827367491,209.74354553222656,66.47071838378906,146,0.0199999995529651,0.9769999980926514,0.0649999976158142,0.8551320165424142,0.3724847974380009,0.0,1.0,10579,features,yes,no
587737809566105864,114.8300323486328,43.08917999267578,162,0.8220000267028809,0.0949999988079071,0.0,0.0,1.0,0.0,1.0,105790,smooth,no,no
587737809566302464,115.1311264038086,43.53193283081055,190,0.4569999873638153,0.9399999976158142,0.0,0.0119768036012385,0.9433278599165044,0.0,1.0,105791,features,no,no
